pos	strand	class	group	depth
42032647	plus	ppl2	B73	43
42032516	plus	ppl2	Teo	335
42032970	minus	nbr	B73	37
42032775	minus	unassigned	B73	25
42031799	plus	unassigned	Teo	2
42031571	plus	unassigned	B73	1
42032912	minus	nbr	B73	27
42031838	plus	unassigned	B73	3
42031868	minus	unassigned	B73	6
42032878	minus	nbr	B73	21
42031881	plus	unassigned	Teo	2
42032383	plus	unassigned	B73	3
42032174	plus	unassigned	Teo	9
42031920	plus	unassigned	B73	2
42031851	minus	unassigned	B73	8
42031693	plus	ppl2	B73	2
42031899	minus	unassigned	Teo	27
42031856	plus	ppl2	B73	3
42033195	plus	unassigned	B73	5
42031882	minus	unassigned	Teo	11
42032732	plus	unassigned	B73	325
42033025	plus	unassigned	B73	5
42032968	minus	nbr	Teo	7
42032747	minus	nbr	Teo	18
42032523	plus	unassigned	Teo	36
42032619	minus	unassigned	Teo	14
42032602	minus	unassigned	Teo	14
42032756	minus	unassigned	B73	25
42033191	minus	nbr	B73	25
42033354	minus	nbr	B73	4
42033133	minus	nbr	B73	57
42031849	minus	unassigned	B73	10
42032787	minus	unassigned	Teo	1
42031832	minus	unassigned	B73	10
42032390	plus	ppl2	B73	20
42032770	minus	unassigned	Teo	1
42032111	plus	ppl2	B73	4
42032553	plus	ppl2	B73	55
42032332	plus	ppl2	B73	11
42033002	minus	nbr	Teo	8
42031863	minus	unassigned	Teo	10
42031964	plus	unassigned	B73	2
42032333	plus	unassigned	Teo	17
42032643	plus	ppl2	Teo	263
42032776	plus	unassigned	B73	981
42033069	plus	unassigned	B73	7
42032606	plus	unassigned	B73	2
42032167	plus	ppl2	Teo	95
42032388	plus	ppl2	Teo	178
42032109	plus	ppl2	Teo	58
42033151	plus	unassigned	B73	6
42032916	plus	unassigned	Teo	18
42033209	plus	unassigned	Teo	1
42031674	minus	unassigned	B73	6
42032874	minus	nbr	Teo	2
42032816	minus	nbr	Teo	16
42032385	minus	unassigned	B73	16
42031852	plus	ppl2	Teo	19
42031774	plus	unassigned	B73	2
42031604	plus	unassigned	B73	1
42032586	plus	unassigned	B73	3
42032377	plus	unassigned	Teo	17
42033398	plus	unassigned	B73	3
42032896	plus	unassigned	Teo	51
42033189	plus	unassigned	Teo	1
42032935	plus	unassigned	B73	13
42033228	plus	unassigned	B73	5
42032726	plus	unassigned	Teo	191
42033260	minus	nbr	B73	12
42031635	plus	ppl2	B73	2
42032579	minus	unassigned	B73	25
42033271	plus	unassigned	Teo	1
42033310	plus	unassigned	B73	3
42032562	minus	unassigned	B73	27
42031655	minus	unassigned	B73	6
42032593	minus	unassigned	Teo	12
42033095	minus	nbr	Teo	1
42031686	minus	unassigned	Teo	3
42033037	minus	nbr	Teo	9
42032678	plus	ppl2	Teo	1
42031584	plus	unassigned	B73	1
42031894	plus	unassigned	Teo	2
42032406	minus	unassigned	Teo	9
42031648	plus	unassigned	B73	2
42033099	minus	nbr	B73	59
42032780	minus	nbr	Teo	19
42032979	plus	unassigned	B73	8
42032943	minus	nbr	Teo	6
42032722	minus	nbr	Teo	15
42032542	plus	unassigned	B73	3
42032543	minus	unassigned	B73	27
42032809	plus	unassigned	B73	1430
42031700	plus	ppl2	Teo	1
42031636	minus	unassigned	B73	4
42033354	plus	unassigned	B73	3
42032852	plus	unassigned	Teo	423
42032574	minus	unassigned	Teo	15
42031887	plus	ppl2	Teo	29
42031667	minus	unassigned	Teo	2
42032784	minus	nbr	B73	165
42032947	minus	nbr	B73	33
42032726	minus	nbr	B73	157
42032737	minus	unassigned	B73	27
42032720	minus	unassigned	B73	29
42032768	minus	unassigned	Teo	1
42031977	plus	unassigned	B73	2
42031813	minus	unassigned	B73	8
42032751	minus	unassigned	Teo	1
42031807	plus	unassigned	B73	3
42032789	plus	unassigned	B73	1266
42032352	plus	unassigned	B73	3
42031850	plus	unassigned	Teo	3
42031844	minus	unassigned	Teo	9
42033164	minus	nbr	Teo	1
42032619	plus	unassigned	B73	2
42032143	plus	unassigned	Teo	10
42032871	plus	unassigned	B73	1116
42033164	plus	unassigned	B73	4
42032142	plus	ppl2	Teo	78
42032584	plus	ppl2	Teo	366
42032363	plus	ppl2	Teo	170
42032929	plus	unassigned	Teo	6
42032701	plus	unassigned	B73	33
42033202	minus	nbr	B73	21
42033389	minus	nbr	B73	3
42033168	minus	nbr	B73	38
42032718	minus	unassigned	B73	29
42032401	plus	ppl2	B73	22
42032622	plus	ppl2	B73	48
42032701	minus	unassigned	B73	4
42032367	plus	ppl2	B73	16
42032146	plus	ppl2	B73	10
42032588	plus	ppl2	B73	54
42032749	minus	unassigned	Teo	1
42032366	minus	unassigned	B73	12
42032732	minus	unassigned	Teo	1
42031793	plus	ppl2	Teo	1
42032397	minus	unassigned	Teo	8
42031825	minus	unassigned	Teo	8
42032380	minus	unassigned	Teo	8
42032396	plus	unassigned	B73	2
42031933	plus	unassigned	B73	2
42032853	minus	nbr	B73	45
42032745	plus	unassigned	B73	446
42033038	plus	unassigned	B73	4
42032536	plus	unassigned	Teo	35
42031831	plus	ppl2	B73	3
42031797	plus	ppl2	B73	2
42033120	plus	unassigned	B73	3
42033070	minus	nbr	Teo	6
42031829	plus	ppl2	Teo	5
42032347	minus	unassigned	B73	15
42032330	minus	unassigned	B73	14
42032378	minus	unassigned	Teo	8
42032361	minus	unassigned	Teo	34
42031743	plus	unassigned	B73	2
42033295	minus	nbr	B73	9
42033074	minus	nbr	B73	63
42032555	plus	unassigned	B73	3
42032346	plus	unassigned	Teo	18
42032865	plus	unassigned	Teo	340
42033158	plus	unassigned	Teo	1
42032524	minus	unassigned	B73	22
42033106	minus	nbr	Teo	1
42033240	plus	unassigned	Teo	1
42032555	minus	unassigned	Teo	16
42032526	plus	ppl2	Teo	395
42032172	minus	unassigned	B73	13
42032980	minus	nbr	B73	39
42031787	plus	unassigned	B73	2
42032978	minus	nbr	Teo	7
42032757	minus	nbr	Teo	17
42031617	plus	unassigned	B73	1
42032599	plus	unassigned	B73	3
42032162	plus	unassigned	B73	3
42032948	plus	unassigned	B73	11
42032536	minus	unassigned	Teo	11
42032472	plus	unassigned	Teo	1
42032739	plus	unassigned	Teo	221
42032511	plus	unassigned	B73	3
42032153	minus	unassigned	B73	13
42033323	plus	unassigned	B73	3
42032821	plus	unassigned	Teo	490
42033012	minus	nbr	Teo	8
42031597	plus	unassigned	B73	1
42032713	minus	unassigned	Teo	1
42032653	plus	ppl2	Teo	1
42031946	plus	unassigned	B73	2
42031806	minus	unassigned	Teo	5
42032398	plus	ppl2	Teo	178
42032134	minus	unassigned	B73	15
42032549	plus	unassigned	Teo	33
42032321	plus	unassigned	B73	3
42032112	plus	unassigned	Teo	3
42032631	plus	unassigned	Teo	25
42032165	minus	unassigned	Teo	35
42033237	minus	nbr	B73	14
42033016	minus	nbr	B73	49
42033367	plus	unassigned	B73	3
42032657	plus	ppl2	B73	9
42032884	minus	nbr	Teo	2
42032904	plus	unassigned	B73	99
42031862	plus	ppl2	Teo	23
42032328	minus	unassigned	B73	14
42032359	minus	unassigned	Teo	34
42032922	minus	nbr	B73	31
42032342	minus	unassigned	Teo	36
42032888	minus	nbr	B73	22
42031900	plus	ppl2	B73	5
42031866	plus	ppl2	B73	4
42031645	plus	ppl2	B73	1
42032365	plus	unassigned	B73	3
42031863	plus	unassigned	Teo	3
42032156	plus	unassigned	Teo	10
42031902	plus	unassigned	B73	2
42032884	plus	unassigned	B73	568
42033177	plus	unassigned	B73	5
42032714	plus	unassigned	B73	208
42033007	plus	unassigned	B73	5
42032505	plus	unassigned	Teo	1
42032673	minus	unassigned	B73	3
42032323	minus	unassigned	Teo	34
42033364	minus	nbr	B73	4
42033143	minus	nbr	B73	50
42032121	plus	ppl2	B73	7
42032563	plus	ppl2	B73	55
42032342	plus	ppl2	B73	10
42032790	minus	nbr	Teo	14
42031797	minus	unassigned	Teo	4
42031882	plus	unassigned	B73	4
42032175	plus	unassigned	B73	3
42032694	plus	unassigned	B73	3
42032485	plus	unassigned	Teo	1
42032315	plus	unassigned	Teo	16
42032119	plus	ppl2	Teo	64
42032758	plus	unassigned	B73	703
42032517	minus	unassigned	Teo	10
42032500	minus	unassigned	Teo	1
42032794	minus	nbr	B73	90
42032840	plus	unassigned	B73	1620
42033133	plus	unassigned	B73	4
42032654	minus	unassigned	B73	3
42032826	minus	nbr	Teo	13
42031804	plus	ppl2	Teo	4
42031756	plus	unassigned	B73	2
42032848	minus	unassigned	B73	1
42032568	plus	unassigned	B73	3
42032831	minus	unassigned	B73	4
42032115	minus	unassigned	B73	12
42032359	plus	unassigned	Teo	18
42032131	plus	unassigned	B73	2
42033270	minus	nbr	B73	14
42032878	plus	unassigned	Teo	157
42032650	plus	unassigned	B73	1
42031808	plus	ppl2	B73	2
42032917	plus	unassigned	B73	39
42032146	minus	unassigned	Teo	36
42032708	plus	unassigned	Teo	57
42032632	plus	ppl2	B73	43
42032960	plus	unassigned	Teo	3
42033253	plus	unassigned	Teo	1
42033047	minus	nbr	Teo	9
42031566	plus	unassigned	B73	1
42032829	minus	unassigned	B73	4
42033306	minus	nbr	B73	8
42032378	plus	unassigned	B73	3
42031876	plus	unassigned	Teo	3
42032812	minus	unassigned	B73	10
42032169	plus	unassigned	Teo	10
42032953	minus	nbr	Teo	7
42032732	minus	nbr	Teo	16
42031905	minus	unassigned	B73	10
42032127	minus	unassigned	Teo	34
42032110	minus	unassigned	Teo	31
42031553	minus	unassigned	B73	1
42032524	plus	unassigned	B73	3
42032491	minus	unassigned	Teo	1
42031897	plus	ppl2	Teo	45
42033336	plus	unassigned	B73	3
42032834	plus	unassigned	Teo	478
42032957	minus	nbr	B73	31
42032736	minus	nbr	B73	166
42031692	plus	unassigned	B73	2
42031959	plus	unassigned	B73	2
42032489	minus	unassigned	Teo	1
42032152	plus	ppl2	Teo	87
42032594	plus	ppl2	Teo	348
42032373	plus	ppl2	Teo	177
42032334	plus	unassigned	B73	3
42031832	plus	unassigned	Teo	2
42032536	plus	ppl2	Teo	411
42032125	plus	unassigned	Teo	2
42032853	plus	unassigned	B73	1618
42033146	plus	unassigned	B73	5
42032644	plus	unassigned	Teo	22
42033212	minus	nbr	B73	21
42033399	minus	nbr	B73	1
42033178	minus	nbr	B73	30
42032635	minus	unassigned	B73	16
42032377	plus	ppl2	B73	21
42032156	plus	ppl2	B73	10
42032598	plus	ppl2	B73	53
42032319	plus	ppl2	B73	13
42032409	plus	ppl2	Teo	208
42032144	plus	unassigned	B73	3
42032863	minus	nbr	B73	30
42032805	minus	nbr	B73	86
42031915	plus	unassigned	B73	2
42031841	plus	ppl2	B73	3
42032897	plus	unassigned	B73	154
42032727	plus	unassigned	B73	304
42032518	plus	unassigned	Teo	36
42033272	plus	unassigned	B73	2
42032770	plus	unassigned	Teo	384
42032616	minus	unassigned	B73	18
42033102	plus	unassigned	B73	7
42033080	minus	nbr	Teo	2
42032600	plus	unassigned	Teo	29
42031839	plus	ppl2	Teo	9
42032647	minus	unassigned	Teo	12
42032663	plus	ppl2	Teo	1
42032630	minus	unassigned	Teo	14
42031895	plus	unassigned	B73	2
42033084	minus	nbr	B73	67
42033247	minus	nbr	B73	14
42033026	minus	nbr	B73	56
42032667	plus	ppl2	B73	4
42032498	plus	unassigned	Teo	1
42032537	plus	unassigned	B73	3
42032108	minus	unassigned	Teo	31
42032328	plus	unassigned	Teo	17
42033116	minus	nbr	Teo	1
42033082	plus	unassigned	B73	8
42032580	plus	unassigned	Teo	30
42033349	plus	unassigned	B73	3
42032847	plus	unassigned	Teo	435
42031534	minus	unassigned	B73	1
42032472	minus	unassigned	Teo	1
42032315	plus	ppl2	Teo	97
42032410	plus	unassigned	Teo	16
42031900	minus	unassigned	Teo	27
42033222	plus	unassigned	Teo	1
42032990	minus	nbr	B73	42
42032932	minus	nbr	B73	31
42032711	minus	nbr	B73	38
42032898	minus	nbr	B73	22
42031910	plus	ppl2	B73	5
42032801	minus	nbr	Teo	13
42031876	plus	ppl2	B73	5
42031655	plus	ppl2	B73	1
42032988	minus	nbr	Teo	8
42032767	minus	nbr	Teo	18
42032709	minus	nbr	Teo	2
42031769	plus	unassigned	B73	2
42031908	plus	ppl2	Teo	52
42032422	minus	unassigned	B73	3
42032138	plus	unassigned	Teo	10
42032390	plus	unassigned	Teo	17
42031851	plus	unassigned	B73	4
42032087	minus	unassigned	B73	3
42031515	minus	unassigned	B73	1
42031909	plus	unassigned	Teo	2
42031896	minus	unassigned	B73	10
42032973	plus	unassigned	Teo	1
42033266	plus	unassigned	Teo	1
42033305	plus	unassigned	B73	3
42033374	minus	nbr	B73	3
42033153	minus	nbr	B73	41
42032803	plus	unassigned	Teo	466
42032352	plus	ppl2	B73	14
42032131	plus	ppl2	B73	8
42032573	plus	ppl2	B73	54
42033022	minus	nbr	Teo	9
42032605	plus	ppl2	Teo	319
42031579	plus	unassigned	B73	1
42032403	minus	unassigned	B73	21
42032129	plus	ppl2	Teo	77
42032784	minus	unassigned	B73	25
42031661	plus	unassigned	B73	2
42031889	plus	unassigned	Teo	2
42031928	plus	unassigned	B73	2
42031877	minus	unassigned	B73	6
42032099	minus	unassigned	Teo	1
42031860	minus	unassigned	B73	6
42032082	minus	unassigned	Teo	1
42031801	plus	unassigned	Teo	2
42032992	plus	unassigned	B73	6
42032783	plus	unassigned	Teo	459
42031891	minus	unassigned	Teo	23
42033115	plus	unassigned	B73	3
42032894	minus	nbr	Teo	1
42032613	plus	unassigned	Teo	27
42032609	plus	ppl2	B73	52
42032836	minus	nbr	Teo	13
42031872	plus	ppl2	Teo	26
42031814	plus	ppl2	Teo	4
42032628	minus	unassigned	Teo	14
42032611	minus	unassigned	Teo	13
42033280	minus	nbr	B73	11
42031818	plus	ppl2	B73	2
42032347	plus	unassigned	B73	3
42031845	plus	unassigned	Teo	3
42033057	minus	nbr	Teo	8
42032866	plus	unassigned	B73	1194
42032511	plus	ppl2	Teo	209
42033159	plus	unassigned	B73	4
42032609	minus	unassigned	Teo	14
42033241	plus	unassigned	B73	5
42032590	minus	unassigned	B73	22
42033316	minus	nbr	B73	4
42031683	minus	unassigned	B73	7
42032515	plus	ppl2	B73	39
42032963	minus	nbr	Teo	7
42032742	minus	nbr	Teo	18
42031864	plus	unassigned	B73	4
42032157	plus	unassigned	B73	3
42031686	plus	ppl2	Teo	1
42032467	plus	unassigned	Teo	1
42032986	plus	unassigned	Teo	1
42033279	plus	unassigned	Teo	1
42033051	plus	unassigned	B73	7
42032967	minus	nbr	B73	34
42032746	minus	nbr	B73	170
42032816	plus	unassigned	Teo	505
42032588	minus	unassigned	B73	22
42031503	plus	ppl2	B73	2
42032822	plus	unassigned	B73	1546
42032571	minus	unassigned	B73	27
42031664	minus	unassigned	B73	6
42031695	minus	unassigned	Teo	3
42032383	plus	ppl2	Teo	182
42032162	plus	ppl2	Teo	92
42032765	minus	unassigned	B73	25
42031738	plus	unassigned	B73	2
42031990	plus	unassigned	B73	1
42031858	minus	unassigned	B73	5
42033222	minus	nbr	B73	17
42033001	minus	nbr	B73	47
42031820	plus	unassigned	B73	3
42031841	minus	unassigned	B73	10
42032113	plus	unassigned	B73	1
42033188	minus	nbr	B73	28
42031889	minus	unassigned	Teo	23
42032642	plus	ppl2	B73	43
42033095	plus	unassigned	B73	8
42032593	plus	unassigned	Teo	29
42032632	plus	unassigned	B73	3
42031872	minus	unassigned	Teo	10
42032166	plus	ppl2	B73	10
42032387	plus	ppl2	B73	20
42032942	plus	unassigned	Teo	6
42033235	plus	unassigned	Teo	1
42032873	minus	nbr	B73	22
42032746	minus	unassigned	B73	27
42031851	plus	ppl2	B73	3
42031630	plus	ppl2	B73	2
42031839	minus	unassigned	B73	10
42032777	minus	unassigned	Teo	1
42032905	minus	nbr	Teo	1
42032394	minus	unassigned	B73	17
42031858	plus	unassigned	Teo	3
42031630	plus	unassigned	B73	1
42031822	minus	unassigned	B73	9
42032760	minus	unassigned	Teo	1
42031853	minus	unassigned	Teo	9
42033090	minus	nbr	Teo	2
42031849	plus	ppl2	Teo	18
42032752	plus	unassigned	Teo	269
42033318	plus	unassigned	B73	3
42032909	minus	nbr	B73	28
42033400	plus	unassigned	B73	3
42033094	minus	nbr	B73	59
42032727	minus	unassigned	B73	27
42032758	minus	unassigned	Teo	1
42032375	minus	unassigned	B73	13
42033126	minus	nbr	Teo	1
42031674	plus	unassigned	B73	2
42032546	plus	ppl2	Teo	409
42032325	plus	ppl2	Teo	109
42031814	plus	unassigned	Teo	2
42032316	plus	unassigned	B73	3
42032107	plus	unassigned	Teo	3
42032796	plus	unassigned	Teo	467
42032835	plus	unassigned	B73	1618
42033128	plus	unassigned	B73	4
42032626	plus	unassigned	Teo	26
42033380	plus	unassigned	B73	3
42032569	minus	unassigned	B73	28
42033171	plus	unassigned	Teo	1
42033210	plus	unassigned	B73	5
42032811	minus	nbr	Teo	16
42032552	minus	unassigned	B73	27
42032108	plus	ppl2	B73	4
42032329	plus	ppl2	B73	11
42032998	minus	nbr	Teo	8
42032777	minus	nbr	Teo	19
42031645	minus	unassigned	B73	6
42032583	minus	unassigned	Teo	13
42031676	minus	unassigned	Teo	2
42032815	minus	nbr	B73	79
42031794	plus	unassigned	Teo	2
42031833	plus	unassigned	B73	3
42032126	plus	unassigned	B73	1
42033190	plus	unassigned	B73	5
42032879	plus	unassigned	B73	625
42032533	minus	unassigned	B73	22
42032709	plus	unassigned	B73	156
42033032	minus	nbr	Teo	9
42032961	plus	unassigned	B73	5
42031626	minus	unassigned	B73	1
42033254	plus	unassigned	B73	3
42032564	minus	unassigned	Teo	16
42032673	plus	ppl2	Teo	1
42033257	minus	nbr	B73	13
42033036	minus	nbr	B73	55
42032710	minus	unassigned	B73	30
42031877	plus	unassigned	B73	4
42032619	plus	ppl2	B73	48
42031803	minus	unassigned	B73	8
42032741	minus	unassigned	Teo	1
42031707	plus	unassigned	B73	1
42031882	plus	ppl2	Teo	28
42031834	minus	unassigned	Teo	9
42032519	plus	unassigned	B73	3
42032771	plus	unassigned	B73	853
42033064	plus	unassigned	B73	7
42032562	plus	unassigned	Teo	30
42032829	plus	unassigned	Teo	490
42032601	plus	unassigned	B73	3
42032162	minus	unassigned	B73	13
42032942	minus	nbr	B73	32
42032721	minus	nbr	B73	154
42032911	plus	unassigned	Teo	24
42033204	plus	unassigned	Teo	1
42031665	plus	ppl2	B73	1
42031886	plus	ppl2	B73	4
42031828	plus	ppl2	B73	3
42032708	minus	unassigned	B73	30
42032719	minus	nbr	Teo	13
42032739	minus	unassigned	Teo	1
42031687	plus	unassigned	B73	2
42032356	minus	unassigned	B73	16
42032722	minus	unassigned	Teo	1
42032387	minus	unassigned	Teo	8
42031815	minus	unassigned	Teo	7
42031827	plus	unassigned	Teo	2
42032370	minus	unassigned	Teo	10
42032372	plus	unassigned	Teo	17
42033184	plus	unassigned	Teo	1
42032645	plus	unassigned	B73	3
42033384	minus	nbr	B73	3
42033163	minus	nbr	B73	40
42033326	minus	nbr	B73	4
42033105	minus	nbr	B73	60
42032955	plus	unassigned	Teo	3
42032583	plus	ppl2	B73	54
42032362	plus	ppl2	B73	14
42032141	plus	ppl2	B73	9
42033248	plus	unassigned	Teo	1
42033020	plus	unassigned	B73	5
42032525	plus	ppl2	B73	48
42032615	plus	ppl2	Teo	299
42032337	minus	unassigned	B73	16
42032703	minus	unassigned	Teo	1
42032139	plus	ppl2	Teo	81
42032320	minus	unassigned	B73	14
42032368	minus	unassigned	Teo	10
42032351	minus	unassigned	Teo	35
42031794	minus	unassigned	B73	8
42032977	minus	nbr	B73	38
42031643	plus	unassigned	B73	2
42031792	plus	ppl2	B73	2
42032846	minus	nbr	Teo	9
42032974	plus	unassigned	B73	8
42033267	plus	unassigned	B73	3
42032765	plus	unassigned	Teo	363
42032804	plus	unassigned	B73	1397
42031824	plus	ppl2	Teo	5
42032514	minus	unassigned	B73	17
42032545	minus	unassigned	Teo	16
42032699	minus	unassigned	B73	2
42032682	minus	unassigned	B73	3
42033290	minus	nbr	B73	11
42033232	minus	nbr	B73	19
42032652	plus	ppl2	B73	9
42033101	minus	nbr	Teo	1
42033067	minus	nbr	Teo	6
42032575	plus	unassigned	Teo	30
42032521	plus	ppl2	Teo	381
42032329	plus	unassigned	B73	3
42032581	plus	unassigned	B73	3
42032848	plus	unassigned	B73	1618
42032526	minus	unassigned	Teo	11
42032639	plus	unassigned	Teo	24
42032411	plus	unassigned	B73	2
42032143	minus	unassigned	B73	15
42033393	plus	unassigned	B73	3
42032891	plus	unassigned	Teo	69
42032930	plus	unassigned	B73	17
42033223	plus	unassigned	B73	5
42032721	plus	unassigned	Teo	176
42032174	minus	unassigned	Teo	35
42031861	plus	ppl2	B73	4
42032973	minus	nbr	Teo	7
42032752	minus	nbr	Teo	19
42032915	minus	nbr	Teo	3
42031696	plus	ppl2	Teo	1
42031859	plus	ppl2	Teo	21
42031846	plus	unassigned	B73	4
42032139	plus	unassigned	B73	3
42032391	plus	unassigned	B73	2
42032507	minus	unassigned	Teo	1
42032756	minus	nbr	B73	168
42032840	minus	unassigned	B73	3
42032124	minus	unassigned	B73	13
42032919	minus	nbr	B73	31
42032968	plus	unassigned	Teo	3
42032740	plus	unassigned	B73	381
42033033	plus	unassigned	B73	4
42032155	minus	unassigned	Teo	35
42032531	plus	unassigned	Teo	36
42033136	minus	nbr	Teo	1
42032393	plus	ppl2	Teo	177
42032172	plus	ppl2	Teo	105
42032114	plus	ppl2	Teo	62
42032556	plus	ppl2	Teo	396
42032318	minus	unassigned	B73	13
42032335	plus	ppl2	Teo	124
42032349	minus	unassigned	Teo	35
42032332	minus	unassigned	Teo	36
42032838	minus	unassigned	B73	3
42033011	minus	nbr	B73	48
42033198	minus	nbr	B73	25
42031972	plus	unassigned	B73	2
42032821	minus	nbr	Teo	13
42032176	plus	ppl2	B73	10
42031802	plus	unassigned	B73	3
42032397	plus	ppl2	B73	20
42032339	plus	ppl2	B73	10
42032118	plus	ppl2	B73	6
42032784	plus	unassigned	B73	1249
42033077	plus	unassigned	B73	8
42033009	minus	nbr	Teo	8
42032614	plus	unassigned	B73	2
42032405	plus	unassigned	Teo	17
42032924	plus	unassigned	Teo	12
42033217	plus	unassigned	Teo	1
42032883	minus	nbr	B73	22
42032825	minus	nbr	B73	76
42032663	minus	unassigned	B73	3
42031640	plus	ppl2	B73	1
42031803	plus	ppl2	B73	2
42032313	minus	unassigned	Teo	1
42031782	plus	unassigned	B73	2
42031612	plus	unassigned	B73	1
42033042	minus	nbr	Teo	9
42032594	plus	unassigned	B73	3
42032385	plus	unassigned	Teo	17
42033197	plus	unassigned	Teo	1
42033236	plus	unassigned	B73	5
42032734	plus	unassigned	Teo	218
42033301	minus	nbr	B73	9
42033267	minus	nbr	B73	14
42033046	minus	nbr	B73	58
42032644	minus	unassigned	B73	13
42031592	plus	unassigned	B73	1
42031892	plus	ppl2	Teo	45
42031656	plus	unassigned	B73	2
42032952	minus	nbr	B73	31
42032731	minus	nbr	B73	166
42032821	minus	unassigned	B73	6
42032105	minus	unassigned	B73	11
42032987	plus	unassigned	B73	6
42032778	plus	unassigned	Teo	431
42032550	plus	unassigned	B73	3
42032817	plus	unassigned	B73	1478
42031896	plus	ppl2	B73	5
42032136	minus	unassigned	Teo	35
42031675	plus	ppl2	B73	1
42032341	plus	unassigned	Teo	18
42032608	plus	unassigned	Teo	27
42033362	plus	unassigned	B73	3
42032860	plus	unassigned	Teo	381
42032787	minus	nbr	Teo	19
42033153	plus	unassigned	Teo	1
42032729	minus	nbr	Teo	16
42032819	minus	unassigned	B73	6
42031985	plus	unassigned	B73	1
42033394	minus	nbr	B73	1
42033173	minus	nbr	B73	35
42032802	minus	unassigned	B73	10
42031815	plus	unassigned	B73	3
42032108	plus	unassigned	B73	1
42032797	plus	unassigned	B73	1325
42032588	plus	unassigned	Teo	29
42032151	plus	ppl2	B73	10
42032593	plus	ppl2	B73	56
42032360	plus	unassigned	B73	3
42032372	plus	ppl2	B73	18
42032627	plus	unassigned	B73	2
42032151	plus	unassigned	Teo	10
42032117	minus	unassigned	Teo	31
42032100	minus	unassigned	Teo	1
42033172	plus	unassigned	B73	5
42032498	minus	unassigned	Teo	1
42032937	plus	unassigned	Teo	6
42031543	minus	unassigned	B73	1
42033002	plus	unassigned	B73	6
42032481	minus	unassigned	Teo	1
42032500	plus	unassigned	Teo	1
42032404	plus	ppl2	Teo	214
42032625	plus	ppl2	Teo	277
42032943	plus	unassigned	B73	11
42032149	plus	ppl2	Teo	88
42033209	minus	nbr	B73	21
42032629	plus	ppl2	B73	45
42032408	plus	ppl2	B73	18
42032856	minus	nbr	Teo	7
42031834	plus	ppl2	Teo	6
42031859	plus	unassigned	B73	4
42032479	minus	unassigned	Teo	1
42031907	minus	unassigned	Teo	26
42032096	minus	unassigned	B73	3
42031524	minus	unassigned	B73	1
42031941	plus	unassigned	B73	2
42032462	minus	unassigned	Teo	1
42032753	plus	unassigned	B73	530
42033046	plus	unassigned	B73	7
42032544	plus	unassigned	Teo	35
42031838	plus	ppl2	B73	3
42032625	minus	unassigned	B73	18
42033111	minus	nbr	Teo	1
42033077	minus	nbr	Teo	6
42032531	plus	ppl2	Teo	416
42031669	plus	unassigned	B73	2
42032793	minus	unassigned	B73	12
42031751	plus	unassigned	B73	2
42031809	plus	unassigned	Teo	2
42031886	minus	unassigned	B73	9
42032563	plus	unassigned	B73	3
42032354	plus	unassigned	Teo	18
42032091	minus	unassigned	Teo	1
42033336	minus	nbr	B73	4
42033115	minus	nbr	B73	59
42032873	plus	unassigned	Teo	254
42033166	plus	unassigned	Teo	1
42032314	plus	ppl2	B73	10
42032535	plus	ppl2	B73	52
42032983	minus	nbr	Teo	8
42032762	minus	nbr	Teo	18
42032606	minus	unassigned	B73	21
42032637	minus	unassigned	Teo	13
42032620	minus	unassigned	Teo	14
42032800	minus	nbr	B73	87
42032987	minus	nbr	B73	39
42032766	minus	nbr	B73	166
42031795	plus	unassigned	B73	3
42031625	plus	unassigned	B73	1
42032398	plus	unassigned	Teo	17
42032170	plus	unassigned	B73	3
42032000	plus	unassigned	B73	1
42032956	plus	unassigned	B73	5
42032480	plus	unassigned	Teo	1
42033249	plus	unassigned	B73	3
42032747	plus	unassigned	Teo	265
42032310	plus	unassigned	Teo	1
42032618	minus	unassigned	Teo	14
42033331	plus	unassigned	B73	3
42033242	minus	nbr	B73	14
42033021	minus	nbr	B73	51
42031692	minus	unassigned	B73	8
42032662	plus	ppl2	B73	7
42031954	plus	unassigned	B73	2
42033019	minus	nbr	Teo	9
42032412	minus	unassigned	B73	3
42031505	minus	unassigned	B73	1
42032557	plus	unassigned	Teo	32
42032120	plus	unassigned	Teo	3
42032893	minus	nbr	B73	21
42032597	minus	unassigned	B73	22
42033375	plus	unassigned	B73	3
42031871	plus	ppl2	B73	5
42031650	plus	ppl2	B73	1
42032912	plus	unassigned	B73	80
42032580	minus	unassigned	B73	24
42033205	plus	unassigned	B73	5
42032703	plus	unassigned	Teo	50
42032925	minus	nbr	Teo	3
42031673	minus	unassigned	B73	6
42031903	plus	ppl2	Teo	49
42031869	plus	ppl2	Teo	24
42031998	plus	unassigned	B73	1
42032774	minus	unassigned	B73	25
42031561	plus	unassigned	B73	1
42031789	plus	unassigned	Teo	2
42031828	plus	unassigned	B73	3
42032929	minus	nbr	B73	31
42032708	minus	nbr	B73	9
42031867	minus	unassigned	B73	6
42032373	plus	unassigned	B73	3
42031871	plus	unassigned	Teo	3
42032089	minus	unassigned	Teo	1
42031910	plus	unassigned	B73	2
42031850	minus	unassigned	B73	8
42032164	plus	unassigned	Teo	10
42031907	plus	ppl2	B73	5
42032892	plus	unassigned	B73	259
42031898	minus	unassigned	Teo	27
42033185	plus	unassigned	B73	5
42032722	plus	unassigned	B73	263
